,Text,encoded_Author
2166,British regional electricity company (Rec) Northern Electric pumped up its defence against a 650 pence per share bid from CE Electric of the U.S. on Tuesday with promises of higher dividends and unit mergers.,16
2167,"Trampling a half-century of tradition, United Auto Workers President Stephen Yokich is reinventing the way the union negotiates its biggest and richest contract.",7
2168,Britain's Guardian Royal Exchange said on Tuesday that 350 jobs are to go in a restructuring of the insurance group's area and branch network.,44
2169,"A leading Chinese dissident has fled to Hong Kong just days after a colleague in Beijing was sent to a labour camp and is reported to be seeking asylum in the United States, government-funded radio said on Sunday.",45
2170,The head of Walt Disney Co's international television business said on Thursday talks with Latin America satellite-television companies could at any moment yield a deal on The Disney Channel.,33
2171,"Hong Kong police are gearing up for all imaginable trouble during this year's handover to China -- from fireworks and street parades to protest rallies and guerrilla attacks, police said on Wednesday.",42
2172,China's central bank chief has said that inflation would be a modest seven percent this year and this showed the state's economic policies were working.,49
2173,Britain's opposition Labour party said on Monday that it believed problems at Morgan Grenfell Asset Management (MGAM) could have been uncovered earlier and warned other financial institutions to be more vigilant.,2
2174,"Lower profits from base metals producers are clouding the otherwise improving corporate earnings picture for Canadian companies in the third quarter, analysts said.",26
2175,"WavePhore Inc on Monday unveiled a service that broadcasts data to home personal computers via television signals, allowing users to bypass bottlenecks in the Internet.",9
2176,MCI Communications Corp. said Monday it reached a 10-year deal with NextWave Telecom Inc. that thrusts MCI into the top tier of U.S. wireless communications providers.,9
2177,"Japan's biggest life insurer, Nippon Life Insurance Co, plans to set up a joint venture in the Philippines, becoming the first Japanese company to sell life insurance policies abroad.",10
2178,Australian resources and steel group The Broken Hill Pty Co (BHP) disappointed the share market on Friday with a weaker than expected second-quarter profit to post first-half net earnings of A$683 million before abnormals.,30
2179,Hong Kong's business community extended a cautious welcome on Tuesday to U.S. President Bill Clinton's decision to renew China's trade privileges and said they hoped the U.S. Congress would not strike down the move.,45
2180,"Taiwan has stepped forward in the delicate run-up to Hong Kong's reversion to China and rejected once more the ""one country, two systems"" policy guiding the territory's July 1 handover to mainland rule.",42
2181,"Australian steel-maker The Broken Hill Pty Co Ltd (BHP) on Tuesday announced the closure of Australia's oldest steel-making plant, an industrial icon which it said could no longer match its Asian competitors.",30
2182,"Toronto stocks ended softer on Thursday, snapping a recent winning streak despite strength in the gold and real estate sectors.",26
2183,Quarterback Doug Flutie led the Toronto Argonauts to a 43-37 victory over the Edmonton Eskimos and the championship of the endangered Canadian Football League on Sunday.,6
2184,Disgruntled Czech opposition Social Democrats have blamed party chairman Milos Zeman for their poor showing in weekend elections for the country's new Senate.,13
2185,"CompuServe Corp., acknowledging its failure to attract U.S. consumers, said Thursday it would disband its family-oriented Wow! online service and focus on its business and technical customers.",9
2186,NatWest Markets said on Monday that its senior management did not know about the interest rate options pricing problem until three days before the losses were made public.,2
2187,China's power minister vowed Thursday to protect the interests of foreign investors expected to provide one-fifth of the 700 billion yuan ($84 billion) to be invested in power generation between 1996 and 2000.,34
2188,The French government said on Tuesday it was to complete the privatisation of computer-maker Cie des Machines Bull by selling another stake of at least five percent.,29
2189,"Australian-based pallet hire and logistics group Brambles Industries Ltd loaded up another strong first-half profit rise on Friday, but was quick to warn investors not to expect such strength in the second half.",4
2190,"Azerbaijan is proving more successful in attracting foreign oil investment dollars than big brother Russia, but the Caspian state must still deal with Moscow if it wants to become a major world energy player.",28
2191,Japanese car giant Nissan Motor Co geared up to expand European sales on Tuesday by announcing a new 215 million pound ($357 million) investment in its plant at Sunderland in north east England to build a new model.,8
2192,"Under pressure from angry stockholders to restructure, WMX Technologies Inc. said Wednesday it agreed to sell for $626 million the 19 percent stake it holds in ServiceMaster L.P., a provider of services ranging from lawn chemicals to household maids.",22
2193,"Czech blue chip shares closed mostly higher on the Prague Stock Exchange on Wednesday, helping spur the bourse to its third consecutive advancing session.",1
2194,"Conseco Inc's $477 million planned purchase of Pioneer Financial Services Inc, its seventh acquisition announced this year, is aimed at building the company's product offerings for senior citizens.",36
2195,"Czech railway unions said on Monday they would begin a nationwide strike at midnight demanding a complete overhaul of the decrepit rail system, and adding to growing unrest among public sector workers.",18
2196,Italian business tycoon Silvio Berlusconi on Wednesday lost an appeal in the London High Court against the transfer of documents to Italian authorities investigating allegations of fraud and false accounting.,17
2197,"China Tuesday announced a ban on poultry and poultry products from Missouri and Oklahoma, citing what it said was the outbreak of a deadly disease.",49
2198,WorldCom Inc's audacious $14 billion takeover of MFS Communications Co Inc on Monday has both thrilled and unnerved share analysts.,35
2199,The battle for Canada's Altamira Management Ltd. took a surprising twist on Wednesday when U.S. investment firm T.A. Associates Inc. launched a rival C$767 million ($572 million) bid for Canada's 12th-largest mutual fund company.,6
2200,"Shell Australia Ltd said it wants to integrate the huge North West Shelf and Gorgon gas projects off northwest Australia and that talks with its partners would soon enter a ""constructive"" phase.",30
2201,Sun Microsystems Inc. stock took a beating Wednesday despite reporting a sharp rise in earnings that topped Wall Street's average forecasts and set milestones for its typically weak first fiscal quarter.,41
2202,"""Superwoman"" pension fund manager Nicola Horlick announced her resignation on Thursday from Morgan Grenfell Asset Management (MGAM) only days after she was reported to have been offered a promotion at the firm.",2
2203,"Debt-laden Eurotunnel faced fresh financial pressure on Wednesday in the wake of the fire which swept through a main tunnel leaving a trail of damage, no running services and shaken consumer confidence.",8
2204,"U.S. Secretary of State Madeleine Albright is to visit China in late February in a trip aimed at further improving ties that have warmed rapidly in recent months, the Foreign Ministry said on Thursday.",34
2205,"Hong Kong's hefty cash reserves offer a comfortable cushion for children born in 1997, the year the British colony returns to Chinese sovereignty.",42
2206,"The New York Mercantile Exchange (NYMEX) signed an agreement on Thursday to hook up the Hong Kong Futures Exchange (HKFE) to its NYMEX ACCESS trading system, a move that may challenge Singapore's trading headstart.",45
2207,Kmart Corp. said Monday it may merge its Builders Square stores with Waban Inc.'s HomeBase business in a deal that would create the nation's third largest home improvement chain.,36
2208,"China on Tuesday introduced rules governing direct shipping links with Taiwan, ignoring a decades-old ban by the island it regards as a renegade province.",3
2209,Privately-owned British investment bank Robert Fleming on Wednesday announced increased pre-tax profits for the first half of the year which it said underlined its ability to remain independent.,2
2210,Leading cruise ship operators looking to repeat their U.S. successes by exporting another bit of American culture will have to tailor their sea-going holidays to local markets and tastes.,33
2211,"Shareholders in tiny British healthcare group Enviromed Plc staged a bloodless coup on Friday, toppling the embattled company's board.",19
2212,"The Toronto Stock Exchange's key index turned in another solid performance on Friday, posting a fourth record close for 1997 and hitting a new intra-day high as well.",26
2213,"The world's biggest mining house, RTZ Corp Plc-CRA Ltd, is set to report a sharp fall in annual profit this week after shouldering a slide in metal prices during the year and battling problems with its U.S. copper smelter, mining analysts said.",30
2214,"The UK construction industry expects to get the cold shoulder from the Chancellor of the Exchequer (Finance Minister)again this year, with industry leaders predicting continued cutbacks in infrastructure spending in next Tuesday's budget.",8
2215,"Ivory Coast will only market its midcrop cocoa (April-Sept) if world price levels are right, Ivory Coast Commodities Minister Guy-Alain Gauze said on Friday after a three-day cocoa sector review.",32
2216,"Federal Reserve Chairman Alan Greenspan urged lawmakers on Thursday to put off consideration of controversial proposals that would allow banks to merge with commercial companies, such as carmakers.",0
2217,The big U.S. mining company Freeport-McMoRan Copper &amp; Gold Inc. pulled out of the now worthless Busang gold project on Monday as Canada's mining community reeled from the biggest fraud in mining history.,6
2218,Tears flowed and eight bells tolled at a farewell for the Royal Navy in Hong Kong on Friday as Britain shut its HMS Tamar naval base in an end-of-empire retreat leading up to the colony's July 1 return to China.,42
2219,"This year's rally at the Toronto Stock Exchange, Canada's biggest equity market, will stretch through 1997 and may last until the turn of the century, analysts forecast.",26
2220,A financial agreement between Barney's Inc and Hong Kong-based Dickson Concepts International Ltd will open the door to potential bidders for the famed New York luxury retailer.,39
2221,Ontario Finance Minister Ernie Eves is expected to deliver more good news on the province's deficit when he delivers the 1997/98 budget next month.,6
2222,"Hong Kong Air Cargo Terminals Ltd (HACTL) is busy handling one of its most difficult and dangerous cargoes - live snakes, HACTL's general operations manager, Tony Morris said.",15
2223,"Four people were killed and at least 33 injured on Tuesday when a powerful bomb ripped through a building in Monteria, the main town of Colombia's northwest Cordoba province, police said.",20
2224,3Com Corp and U.S. Robotics Corp's merger promises to create a second powerhouse in the data networking industry capable of competing head-to-head in the Internet access business with Cisco Systems Inc.,9
2225,"Hunting so-called ""fat cats"" - the biggest company boardroom earners - may have become a British media obsession but the pay packets of the country's top players are under even closer scrutiny from institutional shareholders.",2
2226,"The Czech Republic's trade deficit nearly doubled in January, year-on-year, as exports stagnated, and analysts said they saw little change in the trend of the burgeoning trade shortfall.",1
2227,"Resources and steel group The Broken Hill Pty Co Ltd is expected to report a fall in half year net profit on Friday, but share analysts say Australia's biggest company is likely to be spared another stock market mauling.",30
2228,"Merging the Hong Kong dollar with China's renminbi is impossible in the short-term and unlikely in the long-term, a panel of experts said on Monday.",42
2229,China's top securities watchdog on Monday issued new requirements for exchanges and securities houses to strengthen risk control with the aim of cooling its over-heated domestic A share markets.,11
2230,"Volatile markets, a scramble for profits and the emergence of new financial tools have all contributed to recent investment banking failures, the head of Britain's financial markets watchdog said on Tuesday.",2
2231,"China's exports climbed again in October as slow demand at home encouraged companies to ship abroad and the government expanded credit to exporters, newspapers and a government economist said Wednesday.",3
2232,"One of the hottest topics this week at an Internet show is so-called ""push technology,"" which directly broadcasts customized news to a networked PC, but it is also already seen as the next area ripe for a shakeout.",46
2233,"CompuServe Corp is in talks to be acquired by America Online Inc, a move that would bring new members to AOL, beef up its network and expand its corporate and international presence, industry sources said on Wednesday.",46
2234,"Security forces in Chad have summarily executed scores of people since a November official decree sanctioned instant justice for criminals caught in the act, local human rights officials said on Friday.",32
2235,"Chinese copper producers could soon start selling their red metal to take advantage of current high prices -- and before a long-awaited correction hits the international market, Chinese traders said on Friday.",27
2236,"Regulators proposed Thursday to set aside $2.3 billion a year to link schools and libraries to the Internet at discounted rates, but declined to endorse President Clinton's call to hook them up free of charge.",40
2237,"The computer software and instruction kit for the death machine used in the world's first legal mercy killing will soon be available on the Internet, the Australian doctor who developed it said on Tuesday.",30
2238,"Negotiations between American Airlines and its pilots union continued into the early hours of Friday, with neither side reporting any breakthrough that would avert a midnight strike at the nation's number-two carrier.",40
2239,"Chinese President Jiang Zemin on Wednesday called for tougher action to curb the spreading cancer of corruption, saying the war on graft was a vital struggle for the destiny of the nation and its ruling Communist Party.",34
2240,"Casualties are starting to mount as Chinese buyers of soybeans and soybean meal default or cancel contracts in the wake of falling international prices, Asian trading sources said on Thursday.",27
2241,"Ordinarily seated at the rear of a courtroom, behind deep ranks of dark-suited corporate lawyers fighting anti-cigarette lawsuits, is the mystified legal defender of Dosal Tobacco Co.",33
2242,"London will defend its share of foreign exchange trading once a single European currency comes into being, according to Judith Mayhew, who became the new head of the Corporation of London on Thursday.",2
2243,Anglo-Dutch consumer products group Unilever NV/Plc Tuesday reported a 15 percent rise in pre-tax profits for 1996 and said it was putting its speciality chemicals businesses up for sale.,47
2244,"Sun Microsystems Inc said on Wednesday its profits rose 41 percent in the latest quarter and its revenues jumped to record levels, driven by sales of the company's server computer and power desktop systems.",41
2245,Microsoft Corp said on Monday it had sent the final version of Office 97 -- a product that is expected to be its biggest revenue generator in 1997 -- to factories and will have it in stores within weeks.,25
2246,U.S.-based Unisys Corp said on Tuesday it had appealed to the Czech Economic Competition Office against a Defence Ministry decision awarding an army contract to a consortium of Electronic Data Systems and Digital Equipment Corp.,13
2247,"A Chinese plan for 6,000 People's Liberation Army (PLA) troops to march into Hong Kong the very minute Britain hands the colony back to China in 1997 would send the world a bad signal, diplomats said on Thursday.",37
2248,"The Internet could provide a huge boost to the U.S. economy if the federal government pursues ""free market"" policies in cyberspace, a group of President Clinton's top advisers says in a draft report obtained by Reuters.",0
2249,Baxter International Inc said it expects to maintain annual gross profit margin in the 44 to 45 percent range.,22
2250,"Computer distribution powerhouse Ingram Micro Inc. is set to hold its widely anticipated initial public offering on Wall Street Thursday despite some last-minute delays, including management changes.",9
2251,"China is growing more aware of the importance of human rights in Sino-U.S. ties, but Washington still plans to sponsor a U.N. resolution slamming Beijing unless further progress is made, diplomats said on Monday.",43
2252,"Softwood lumber prices may stay at their current high levels or even start to climb once Canadian lumber companies are given a fresh quota to sell to the United States on April 1, some analysts say.",12
2253,Regulators Wednesday approved a landmark overhaul of domestic telephone charges that they said will lower costs for residential and business customers who make plenty of long-distance calls.,40
2254,"A 22 percent rise in fee and other non-interest income boosted Westpac Banking Corp Ltd to a surprisingly strong first half profit result on Wednesday, more than offsetting the effect of a squeeze on interest margins.",4
2255,"A Chinese court sentenced a U.S. businessman on Monday to 10 years in jail for smuggling garbage, fined him 500,000 yuan ($60,000) and ordered him to be deported, the official Xinhua news agency said.",11
2256,"Far East metals traders said on Monday they were bearish about China's short term role in the world copper market, but conflicting signals from Chinese traders and industry officials added to prevailing confusion.",27
2257,"Imperial Tobacco Plc, fresh from its split from Hanson Plc, has admitted that its former parent group did receive a takeover approach prior to the demerger but rejected it because the price was too low.",8
2258,"Air Canada is interested in opening up new Asian destinations including Tokyo and Singapore, said the airline's president and chief executive officer Lamar Durrett.",15
2259,"General Motors Co. and the United Auto Workers recessed contract negotiations early Monday, several hours after their existing contract expired, but union officials said talks were likely to resume later in the day.",7
2260,"Czech National Bank (CNB) Governor Josef Tosovsky said on Friday that there was no need to hurry the privatisation of shares in the largest commercial bank, Komercni Banka a.s. .",13
2261,"The semiconductor industry said Monday its key indicator rose last month to the highest level in almost a year, reflecting a surge in new orders for computer chips.",41
2262,"France's national audit office on Monday criticised a lack of clarity and insufficient competition in the water supply market, dominated by two giant companies Cie Generale des Eaux and Lyonnaise des Eaux.",38
2263,Britain's Barclays Plc said on Monday it was in talks with U.S. group Morgan Stanley about its global custody business and banking sources confirmed the unit is up for sale.,17
2264,"China is unlikely to need to buy rice on the international market to make up for flood damage to domestic crops, Far East traders said on Tuesday.",27
2265,"China announced on Thursday that a court had rejected the appeal by a son of one of the country's politically powerful families, upholding a suspended death sentence for bribery.",3
2266,"French defence electronics company Thomson-CSF, soon to be sold by the state, Wednesday posted 1996 results that showed a return to profit after three years of heavy losses.",38
2267,"British property company Greycoat is unlikely to crumble under pressure from rebel shareholders who want it broken up or succumb to a merger approach from smaller rival Moorfield Estates, analysts said on Monday.",2
2268,Federal and state regulators raced Wednesday to finalise a multi-billion dollar proposal to ensure all Americans get quality and affordable phone service and that schools and libraries can hook up to the Internet.,40
2269,"U.S. consumers are greeting the latest home computers -- faster than ever, but lacking new whiz-bang features -- with a collective yawn.",22
2270,The Czech government on Wednesday approved rules for a tender to sell a stake of about 34 percent in the financially troubled jet aircraft maker Aero Vodochody a.s. to a strategic partner.,13
2271,"Chinese police have arrested the suspected ringleader of a riot in the mainly Moslem northwestern region of Xinjiang last week that left at least 10 people dead and 144 injured, local officials said on Wednesday.",3
2272,"Russia's former fuel and energy minister, Yuri Shafranik, tried but failed to create a mega oil corporation by merging four privatised companies, energy sources familiar with the ill-fated proposal said on Thursday.",28
2273,"Air France announced on Monday the start of a transatlantic alliance with two major U.S. carriers, Delta Air Lines and Continental, as part of a strategy to form global links vital to the French state-owned carrier's future.",38
2274,"China plans ""education"" sessions among its restive Moslem Uighur minority after an anti-Chinese riot in the northwestern Xinjiang region left nine people dead and nearly 200 wounded, officials said on Thursday.",14
2275,"In a sign that agreement on a labour contract between General Motors Corp. and the United Auto Workers may still have significant hurdles, the union said Friday it cancelled a meeting of its National GM Council that was scheduled here for Saturday.",7
2276,"China tried to backtrack on Thursday from a warning to Hong Kong people on limits to their freedom of expression after the territory reverts to Beijing rule in 1997, saying liberties would remain but within the law.",43
2277,"British pub-to-hotel group Greenalls Plc on Thursday reported a 48 percent rise in profits before exceptional items to 148.7 million pounds ($246.4 million), driven by its acquisition of brewer Boddington in November 1995.",47
2278,"Australia's largest listed aluminium producer Comalco Ltd reported on Monday a 72 percent slide in net profit for the first half of 1996, due to a weaker metal price and a stronger Australian dollar.",23
2279,"South Korea on Tuesday urged ""extraordinary alertness"" against the rival North, warning that the defection of a senior North Korean official now marooned in Seoul's Beijing embassy showed the hermit state was unstable.",14
2280,Australian aluminium producer Comalco Ltd is expected to report a nose-dive in net profit for calendar 1996 after prices and exchange rates turned against it.,30
2281,The domestic auto industry's chief lobbyist predicted Tuesday that the Republican-led Congress will accept President Clinton's challenge to tone down partisan feuding and develop a better working relationship.,48
2282,"The head of British Airways World Cargo (BAWC) in Hong Kong, Chris Humphrey, said he is confident of a ""dramatic improvement"" in freight handling service standards at London's Gatwick and Heathrow airports.",15
2283,Internet access providers and others who met with Net-savvy lawmakers said they fear Congress will wreak havoc on cyberspace but are also heartened by the growing number of legislators who understand the global computer network.,0
2284,Shareholders of electronics group Thomson SA rubber-stamped an 11 billion franc ($2.12 billion) state capital injection of Friday as the government reviewed how to relaunch the privatisation process.,29
2285,"When a company in California sells a book to a consumer in Canada from a Web site hosted on a computer in England, what laws govern the transaction?",0
2286,"Former Archer Daniels Midland Co. executive Mark Whitacre said Tuesday he was no longer cooperating with the U.S. government in its price-fixing probe, adding yet another wrinkle to the complex antitrust case.",36
2287,"The $10.5 billion bid by Hilton Hotels Corp (HHC) for U.S. rival ITT Corp reduces the likelihood of an HHC takeover of British partner Ladbroke Group Plc, share analysts said on Tuesday.",21
2288,"Rational Software Corp., expanding its expertise in offering software programming products, said Monday it agreed to buy rival Pure Atria Corp. in a stock deal initially valued at about $839 million.",25
2289,Manuel de Jesus Pena does not want to know who blew his legs off in an indiscriminate grenade attack last year -- he just wants the dirty war to stop.,20
2290,"Frozen yogurt firm Yogen Fruz World-Wide Inc is proposing to partly satisfy its appetite for expansion by teaming up with  Subway Restaurants and PepsiCo Inc's KFC unit, analysts said on Tuesday.",26
2291,"Imperial Tobacco Group will split from conglomerate Hanson Plc on Oct. 1 as one of the most efficient players in its sector, but while its new chief talks of export-led growth, the outlook is clouded by the threat of litigation against tobacco firms.",8
2292,"The BBC announced ""historic"" plans to break into the domestic commercial television market on Monday, linking up with British satellite cable broadcaster Flextech Plc to offer up to eight new pay television channels.",24
2293,British drugs group Medeva Plc announced a strong rise in underlying profits on Wednesday and stressed its growing Americanisation with a decision to seek a listing on the New York Stock Exchange.,19
2294,"The deteriorating health of China's paramount leader Deng Xiaoping has forced Communist Party chief Jiang Zemin and other leaders to cut short provincial trips to return to Beijing, sources said on Monday.",14
2295,"Franco-Italian semiconductor group SGS-Thomson Microelectronics NV said on Wednesday 1996 earnings rose 19 percent to $625.5 million, but issued a warning on the first quarter of 1997 after a weak end to last year.",29
2296,"Just as the submarine changed the face of naval warfare in World War Two, Europe's shipbuilders are hoping a new breed of ""stealth"" warships will do the same in the 21st century.",38
2297,"Boeing Co. said Monday first-quarter profit more than doubled and sales rose 70 percent as it ramped up airplane production, but the results disappointed Wall Street and the company's stock tumbled.",31
2298,"Britain's building sector has finally shaken off one of its nastiest ailments, with strong evidence that the long and painful decline in the domestic housing market is now over and sales are on the up again.",8
2299,The lean times for the video game software industry appear to be over.,25
2300,"The Czech Republic's tenuous coalition government sought on Wednesday to repair the damage caused by the shock departure of Justice Minister Jan Kalvoda, who quit after admitting using a phoney academic title.",18
2301,"Sears, Roebuck and Co will spend more than $500 million to revamp and expand its off-the-mall tire and battery stores under the new National Tire and Battery name, the retailer said Wednesday.",5
2302,"The scandal surrounding Nomura Securities Co Ltd will force Japan's largest brokerage firm to lay low for a while, but most industry sources and analysts say the mighty firm will again rise to the top.",10
2303,"A low-profile shipping tycoon, tipped as Beijing's favourite to govern Hong Kong after it returns to China in 1997, took an apparent step on Tuesday to smooth the way for his widely expected leadership bid.",37
2304,"Britain's Invesco Plc Monday agreed to merge with Houston-based mutual fund company AIM Management Group Inc. in a deal valued at $1.6 billion, creating one of the world's largest investment management businesses.",2
2305,"It's a Snip, bidding to become the ninth horse to win two years in succession in the 106-year history of the Pardubice steeplechase, leads a British raid to this city east of Prague on Sunday.",1
2306,"Chile, the world's biggest copper exporter, hopes to forge close trade and technical support ties with China, the world's biggest copper importer, Deputy Minister of Foreign Affairs Mariano Fernandez said.",27
2307,"The Commmonwealth Bank of Australia (CBA) warned again on Tuesday of a subdued profit outlook for the current 1996/97 year and beyond, citing a competitive housing market, falling margins and higher wage costs.",4
2308,"Informix Corp. ,facing plunging sales of its database software products, needs to raise cash and to refinance its leases to keep its operations going, the company said in filings with federal regulators.",25
2309,Bankruptcies in China -- unheard of for almost four decades -- are expected to more than double in number this year as authorities try to shed hopelessly indebted firms.,3
2310,A dispute over the future of civil liberties in Hong Kong moved into the diplomatic realm with Britain and the United States warning China to respect a treaty pledge to preserve basic freedoms.,37
2311,"The aggressive cost cutting programmes planned by Australia's two major airlines Qantas Airways Ltd and Ansett Airlines Ltd can be achieved without affecting services, analysts said.",23
2312,"If there was any doubt that Prime Minister John Howard's government is obsessed with keeping the ""battlers"" happy, then Treasurer Peter Costello wiped those out on Wednesday.",4
2313,The $600 million acquisition of National Car Rental would give Republic Industries Inc inventory for its fledgling AutoNation used-car chain but little added purchasing power in Detroit.,33
2314,"Computer network company 3Com Corp. will acquire modem giant U.S. Robotics in a deal valued at $6.6 billion, the companies said Wednesday, in a deal that would create a counterweight to industry powerhouse Cisco Systems Inc.",9
2315,A Chinese court took less than four hours on Wednesday to convict prominent dissident and former student leader Wang Dan of plotting to overthrow the government and sentenced him to 11 years in prison.,34
2316,"Protesters hit Toronto streets on Friday, paralyzing rush-hour subway trains and closing businesses in Canada's biggest city to protest deep budget cuts by Ontario's Conservative government.",6
2317,"Russia, whose sudden introduction of export curbs each winter can wreak havoc in the world's heavy fuel oil market, is unsure about what to do this season, traders said on Tuesday.",28
2318,"Peter Jarvis, who announced he would be stepping down as chief executive of leisure and brewing group Whitbread Plc in the summer, paid tribute to his successor David Thomas as an inspired retailer.",47
2319,"Royal &amp; Sun Alliance Group plc , one of Britain's leading insurers, on Thursday unveiled its first set of annual results following last year's merger and said it would be seeking shareholders' permission to buy in up to five percent of its shares.",44
2320,"A Czech cabinet decision to require deposits on consumer goods imports will be less harmful for inflation than the rejected option of import surcharges but may have little impact on the trade deficit, analysts said on Friday.",13
2321,A top Beijing official said on Monday the city's former Communist Party boss Chen Xitong could be punished for dereliction of duty in a further disgrace for an official who was once among China's most influential men.,3
2322,"Mobil Corp, widely credited with the most aggressive cost-cutting program of all U.S. oil companies, is not resting on its laurels.",39
2323,"Rawlings Sporting Goods Inc chief financial officer Paul Martin said on Friday the company is not for sale, although it recognizes its responsibility to shareholders.",5
2324,Rescuers struggled on Saturday to recover scores of bodies from the wreckage of a bus that plunged down a deep ravine in the Colombian Andes.,20
2325,"Shoppers lined up outside stores Friday, some arriving before dawn to get an early start on the holiday shopping season.",5
2326,The mother of detained Chinese dissident Wang Dan said on Monday she would defend her son in court against the capital charge of plotting to overthrow the government.,3
2327,"EMI, one of the world's top five music companies, said on Tuesday it expected strong sales in the current quarter to propel it to modest profit growth this year.",21
2328,"Bulk cocoa shipments from West Africa will more than double to 325,000 tonnes in 1996/97, solidifying a cost-cutting trend sparked by recent trial shipments, exporters and shippers said.",32
2329,"China is unlikely to need to buy rice on the international market to make up for flood damage to domestic crops, Far East traders said on Tuesday.",27
2330,"At least two bombs rocked the western Chinese city of Urumqi on Tuesday, killing one person and injuring at least 60, officials and residents said.",49
2331,"British building materials company Wolseley Plc reported a one percent slip in year pretax profits on Tuesday, but despite topping analysts' forecasts in a tough market shares slid on the poor outlook for mainland Europe.",8
2332,"Walt Disney Co.'s agreement to buy into billionaire Paul Allen's Starwave Corp. will mean little change for the online company's 300 employees, Chief Executive Officer Mike Slade said Thursday.",31
2333,Congress revives the debate over encryption export policy this week but much has changed since last year's tussles.,0
2334,"British Petroleum Co Plc (BP) extolled the virtues of ""self help"" on Tuesday as it reported its best-ever third quarter earnings despite pressure on profit margins in some key businesses.",19
2335,"Family-controlled British food and retailing group Associated British Foods should report a sharp rise in full year profits on Monday, as its retail and textile business benefit from a pickup in high street spending.",47
2336,"American Trans Air (ATA), which recently announced plans to cut back its jet capacity and some scheduled service, expects to forge additional alliances with other air carriers.",36
2337,"Markets across Eastern Europe remained mired in an autumn slump this week, with analysts seeing little on the horizon to break the bearish trend.",1
2338,Scottish Amicable's plans to float on the stock market were under threat on Friday after Abbey National launched a surprise bid for the mutually-owned life assurance company.,44
2339,"After years of efforts to gain entry to the World Trade Organisation (WTO), China no longer cares whether it joins the global trade body, Tuesday's China Daily quoted a senior customs official as saying.",34
2340,"Microsoft Corp., Intel Corp., and Compaq Computer Corp.  Monday proposed standards for a new generation of televisions that would be compatible with an emerging class of personal computers for the home.",31
2341,Thousands of demonstrators thronged Bogota's streets on Sunday calling for an end to the crime wave that has turned Colombia into the kidnap capital of the world.,20
2342,"WMX Technologies Inc chairman and acting chief executive Dean Buntrock should stay on the job long enough to find a new CEO, then step down, said Nell Minow, a principal at Lens Inc, a major WMX stockholder.",22
2343,Shares in debt-mired Channel Tunnel operator Eurotunnel SA fell on Tuesday after they were requoted following a week's suspension amid disappointment over terms of its restructuring with creditor banks.,38
2344,"Russian cocoa importers hope business will be sweeter this year, but increasing competition from Western chocolate bars and a lack of precise data on buying patterns have clouded the market, trade sources said on Monday.",28
2345,"The legal barrage by Netscape Communications Corp. against arch-rival Microsoft Corp. may end up dampening investors' enthusiasm for both stocks, analysts said on Wednesday.",41
2346,"Britain's motor industry reported 1996 car registrations at a seven-year high on Tuesday, but admitted the figures masked problems of erratic retail sales, poor margins and the threat to exports posed by a surging pound.",8
2347,"Aerospace company Hughes Electronics Corp heads the list of bidders to buy satellite services provider PanAmSat Corp with a strong offer, a source close to the talks said on Friday.",35
2348,"The growth of the Internet has created the biggest creative explosion in the history of the computing world, said Sun Microsystems Inc chairman Scott McNealy on Friday.",23
2349,"Several European airlines have removed a fuel cargo surcharge but plan to replace it with an increase in their published rates, industry sources told Reuters.",15
2350,"Sydney Harbour Casino Holdings Ltd, which has posted a string of disappointing results since it listed in June 1995, was too optimistic in its prospectus, chief executive officer Neil Gamble said on Tuesday.",23
2351,"The rapidly evolving market for stored-value cards could be hurt by premature government regulation, one of the top U.S. bank regulators said in a report issued Wednesday.",0
2352,China appealed for calm while South Korea called for a military alert amid fears a diplomatic deadlock over a senior Pyongyang defector marooned in Beijing could push the hermit North to take extreme action.,14
2353,Lotus Development Corp. Chief Executive Officer Michael Zisman said Wednesday the company will focus its attention on what could become a $1 billion market for collaborative Internet software by 1999.,41
2354,London-based international bank HSBC Holdings Plc on Monday posted a 23 percent rise in 1996 profits but chief executive John Bond said it saw a challenging year ahead amid increasing competition.,17
2355,The French government said on Friday it would reveal early in the New Year how it plans to sell the Thomson-CSF state defence electronics firm and that the sale would be covered by a 1986 privatisation law.,38
2356,"KPMG, one of the world's big six international accounting and consultancy firms, believes investment in infrastructure and technology has put it on track to hasten revenue growth.",2
2357,"China has approved three foreign banks to conduct local currency business, the official Shanghai Star newspaper reported Tuesday, but bankers said the deals could not start until a thorny tax rate issue was solved.",11
2358,Toronto stocks closed flat in thin dealings on Tuesday after the U.S. Federal Open Market Committee announced a widely expected quarter-point interest rate hike.,26
2359,International Business Machines Corp. Chairman Louis Gerstner on Wednesday warned the computer industry of a backlash against the Internet as confusion and feuding reigns among corporate rivals.,46
2360,Upscale apparel retailer Nordstrom Inc. Monday posted a 16 percent increase in earnings for its third quarter as it boosted sales and reduced markdowns.,31
2361,"Police arrested a U.S. pilot carrying a suitcase packed with at least 13.5 pounds (6.2 kg) of high grade heroin at Bogota's international airport on Sunday evening, a prosecutor said.",20
2362,The merger of Bankers Trust New York Corp. and Alex. Brown Inc. sends a clear signal to Congress that the nation's banking laws enacted amid the Depression have fallen hopelessly behind market trends.,0
