Author,Text
candidate00021,"Colombia's President Ernesto Samper announced Tuesday plans to boost revenues by broadening the tax base, and said the 1997 budget would be cut by over a trillion pesos -- a figure higher than the 900 billion pesos previously approved by Congress.
"
candidate00021,"Colombian President Ernesto Samper decreed an economic emergency on Monday, warning that the ""economic and social stability of the country"" was under threat.
"
candidate00021,"Colombian stocks have shaken off three years of stagnation to stage a meteoric rise in 1997, but bourse chiefs warn deep-rooted structural problems cloud the outlook for one of the world's best-performing markets so far this year.
"
candidate00021,"Colombia's cocaine kings, Gilberto and Miguel Rodriguez Orejuela, were sentenced to 21 and 18 years in prison respectively on Friday, but had their terms halved for pleading guilty, bringing a swift rebuke from the United States.
"
candidate00021,"Mexican Foreign Minister Jose Angel Gurria on Thursday criticised the United States for its policy of rewarding or punishing countries based on their measures to fight drug trafficking.
"
candidate00021,"Colombian police said on Sunday they discovered a second multimillion-dollar drug stash aboard a yacht owned by three Britons being held on cocaine smuggling charges stemming from a bust on the yacht in December.
"
candidate00021,"Police arrested a U.S. pilot carrying a suitcase packed with at least 13.5 pounds (6.2 kg) of high grade heroin at Bogota's international airport on Sunday evening, a prosecutor said.
"
candidate00021,"Colombia will announce cuts in coffee exports next week under the terms of a beefed up retention plan recently agreed by members of the Association of Coffee Producing Countries (ACPC), coffee czar Jorge Cardenas said on Thursday.
"
candidate00021,"Plans are being drawn up for new peace talks between the government and leftist rebels in a bid to end Latin America's longest-running conflict, a spokesman for Colombia's Conciliation Commission said on Sunday.
"
candidate00022,"Tottenham Hotspur chairman Alan Sugar said on Thursday that English soccer clubs could face financial ruin if they follow the example of big spenders such as Newcastle United.
"
candidate00022,"Shares in English soccer champions Manchester United powered to record highs on Friday after the club's chief executive said the club was a likely bid target.
"
candidate00022,"British-based exhibitions group Blenheim is seen as an ideal fit with rumoured suitor United News &amp; Media, share analysts said on Monday.
"
candidate00022,"English football champions Manchester United extended their outstanding recent stock market form on Monday as renewed bid speculation sent the share price soaring by over 10 percent for the second straight session.
"
candidate00022,"Shares in Premier Farnell dipped on Monday after the newly enlarged electronic components distributor posted half-year profits slightly below expectations.
"
candidate00022,"United News &amp; Media on Tuesday secured victory in a battle for control of international exhibitions group Blenheim with an agreed offer valuing the company at 592.5 million pounds ($935 million).
"
candidate00022,"United News &amp; Media on Tuesday emerged with the winning hand after a lengthy poker game over the future of international exhibitions group Blenheim.
"
candidate00022,"United News &amp; Media on Tuesday secured victory in a battle for control of international exhibitions group Blenheim with an agreed offer valuing the company at 592.5 million pounds ($935 million).
"
candidate00022,"Marjorie Scardino, set to become Pearson chief executive in January, rejects the tag of company insider and has vowed to carry out radical change at the British media firm ""if needed"".
"
candidate00022,"Shares in Pearson Plc fell on Thursday as the stock market gave an initial thumbs-down to the appointment of an American woman publishing executive as chief executive of the British media group.
"
candidate00022,"Shares in Pearson Plc slipped on Thursday as the stock market reacted negatively to the appointment of a relatively little-known insider as chief executive of the British media group.
"
candidate00022,"The director-general of the BBC called on Friday for an increase in the British television licence fee to protect what he said was ""the most successful cultural institution in the world"".
"
candidate00022,"The head of British public television broadcaster Channel 4 urged the government on Monday to reject moves to privatise the service.
"
candidate00022,"Political opposition to the BBC's call for more public funding lent added urgency on Monday to joint venture talks between the corporation and two rival pay television groups.
"
candidate00022,"Merchant banking and Madame Tussaud's could be deemed surplus to requirements as a new management team at Britain's Pearson Plc mould a media company for the next millennium, analysts said on Wednesday.
"
candidate00022,"Glasgow-based Stakis Plc and Saudi billionaire Prince al-Waleed bin Talal are the likely purchasers of the Metropole and Princess hotel chains from Lonrho Plc, analysts said on Wednesday.
"
candidate00022,"Britain's commercial television watchdog on Thursday invited applications to run terrestrial frequencies which will multiply the number of channels available to viewers in the new digital age.
"
candidate00022,"Britain's commercial television watchdog on Thursday invited applications to run terrestrial frequencies which will multiply the number of channels available to viewers in the new digital age.
"
candidate00022,"British pay television operator BSkyB said on Friday that it was considering further investment in Germany and would beam its second pay-per-view sports event into Britain later this month.
"
candidate00022,"A $22 billion deal between British Telecom Plc and MCI Communications Corp that would create the world's second largest telecoms group looked set to be announced on Sunday, sources close to the talks said.
"
candidate00022,"A $22 billion takeover of MCI Communciations Corp would mark a spectacular end to Sir Peter Bonfield's first year as chief executive of British Telecommunications Plc.
"
candidate00022,"Executives from British Telecom Plc and MCI Communications Corp were on Saturday attempting to stitch together a $22 billion merger that would turn BT into the world's second largest telecoms group.
"
candidate00022,"A $22 billion deal between British Telecom and MCI Communications Corp. that would create the world's second largest telecoms group looked set to be announced Sunday, sources close to the talks said.
"
candidate00022,"The $22 billion takeover of MCI Communications Corp marks a spectacular end to Sir Peter Bonfield's first year as chief executive of British Telecommunications Plc.
"
candidate00022,"The planned $20 billion merger of British Telecom and MCI is certain to shake up the global telephone business, officials and analysts said Monday, as regulators started digging in for a close look at the deal.
"
candidate00022,"Investors on both sides of the Atlantic applauded the planned $20 billion merger of British Telecom Plc and MCI Communications of the United States Monday, boosting their shares in stock market trading.
"
candidate00022,"The Office of Fair Trading (OFT) on Thursday launched a probe into the way travel companies sell foreign package holidays to millions of sun-seeking Britons.
"
candidate00022,"British media company EMAP said on Monday it expected to bring a damaging boardroom row to a swift conclusion and build on a strong first-half profit performance.
"
candidate00022,"Shares in Britain's newly-demerged EMI Group Plc rose on Tuesday as the stock market applauded the company's resilience to tougher conditions in the music market.
"
candidate00022,"Shares in EMI Plc, one of the world's five music majors, climbed on Tuesday after the company said that long-term prospects for the stuttering global music market were positive.
"
candidate00022,"British National Lottery operator Camelot  LOTT.CN on Tuesday posted lower interim profits as income from scratchcard sales fell by over 450 million pounds ($750 million).
"
candidate00022,"Granada Group, which won control of leading British hotelier Forte 10 months ago, on Wednesday reaped the fruits of its victory when it posted a 37 percent rise in annual profits to 480 million pounds ($806 million).
"
candidate00022,"Britain's Granada Group, which won control of hotel and catering empire Forte in January, Wednesday reported a 37 percent surge in full-year profits to 480 million pounds ($804 million).
"
candidate00022,"Britain's Granada Group, which won control of hotel and catering empire Forte in January, on Wednesday reported a 37 percent surge in full-year profits to 480 million pounds ($804 million).
"
candidate00022,"Britain's Ladbroke Group and the U.S. Hilton Hotels Corp (HHC) on Thursday unveiled an alliance to reunite the famous Hilton hotel brand around the world for the first time since 1964.
"
candidate00022,"The purchase of British TV group Westcountry Television by Carlton Communications Plc slots another piece into the ITV jigsaw but analysts said on Monday it could be some time before the picture is complete.
"
candidate00022,"Premier League Sunderland, one of the great names in the history of English soccer, said on Thursday that they hoped to raise up to 12 million pounds ($20 million) through a flotation on the London Stock Exchange.
"
candidate00022,"Britain's Ladbroke Group. and the U.S. Hilton Hotels Corp (HHC) on Thursday announced a worldwide alliance that will reunite the famous Hilton hotel brand after 32 years of separation.
"
candidate00022,"British media group EMAP Plc on Monday ended a damaging boardroom row when its shareholders voted to oust two rebel non-executive directors, who had contested changes to the company's articles.
"
candidate00022,"Britons will shortly learn how much they will be asked to pay to help fund the expansion of British Broadcasting Corporation (BBC) radio and television services in the multi-channel future.
"
candidate00022,"Britons will shortly learn how much they will be asked to pay to help fund the expansion of British Broadcasting Corporation (BBC) radio and television services in the multi-channel future.
"
candidate00022,"Satellite broadcaster BSkyB, the dominant force in British pay television, on Tuesday reported a 66 percent rise in full-year profit to 257.4 million pounds ($398.1 million).
"
candidate00022,"British media company Carlton Communications Plc, boosted by a 20 percent annual profit rise, said on Wednesday that it planned a drive into pay television.
"
candidate00022,"French radio group NRJ SA is aiming to break into the UK market by winning the fierce battle for a key London FM licence currently up for grabs.
"
candidate00022,"Shares in British Sky Broadcasting (BSkyB) rose strongly on Monday after the pay television operator cleared a key regulatory hurdle and amid reports it planned to push ahead and launch digital services in Britain next year.
"
candidate00022,"Wembley, England's home of soccer since the 1920s, will be the site of a new national stadium, the country's Sports Council announced on Tuesday.
"
candidate00022,"British media and leisure firm Pearson, awaiting the arrival of a new chief executive, enjoyed a stock market rally on Wednesday after a trading statement which analysts said contained no nasty surprises.
"
candidate00022,"Shares in British media and leisure firm Pearson Plc recovered on Wednesday following a trading statement which calmed market jitters about the outlook for the company.
"
candidate00022,"Shares in English premier league soccer club Sunderland Plc got strong support on their market debut on Tuesday, trading up to 740 pence to score a 25 percent premium to the offer price of 585p.
"
candidate00022,"British mobile telephone company Cellnet on Friday reported strong growth in its customer numbers, confirming the British cellular market is healthy, already indicated by figures from rival Vodafone Group.
"
candidate00023,"When Pharmacia &amp; Upjohn Inc launched Caverject, an anti-impotence drug, it ordered the usual marketing programme and then, in line with a growing trend, it called Time magazine.
"
candidate00023,"Large U.S. medical device manufacturers are expected to post strong profit gains for the third quarter, possibly speeding a flight to quality in a sector where small-cap companies are taking a beating.
"
candidate00023,"Heartport Inc leaped almost a year ahead of its scheduled plan for developing a new heart surgery technology thanks to an earlier-than-expected U.S. Food and Drug Administration approval granted on Monday.
"
candidate00023,"The Food and Drug Administration is approving new drugs and medical devices at a rapid clip this year, heartening drug and device companies that have long criticised the agency.
"
candidate00023,"Outboard Marine Corp chief executive Harry Bowman talked Thursday with the principals of Greenway Partners -- Alfred Kingsley and Gary Duberstein -- who have bought an 8.5-percent stake for nearly $30 million in the manufacturer of boats and boat engines.
"
candidate00023,"Pall Corp and Memtec Ltd may have different reasons, but they seem equally determined to acquire Gelman Sciences Inc.
"
candidate00023,"Wall Street hammered shares of Swedish-American drug giant Pharmacia &amp; Upjohn Friday after it said profits would fall far short of expectations.
"
candidate00023,"Merger synergies that were supposed to carry Pharmacia &amp; Upjohn Inc through a dry spell in its new product pipeline are not being realized as planned, raising questions about the drug giant's short-term future.
"
candidate00023,"A lower than expected third quarter sales growth rate may explain why shares in Guidant Corp closed off 2-7/8 to 46-1/2 Monday on the New York Stock Exchange, said Guidant chief executive Ronald Dollens.
"
candidate00023,"United Airlines said Thursday it ordered 51 new airliners valued at $4.4 billion from Boeing Co. and Airbus Industrie, and although the lion's share went to Boeing, one industry analyst said the European consortium scored a big victory over arch-rival Boeing.
"
candidate00023,"United Airlines has ordered $4.4 billion worth of airplanes from Boeing Co. and Europe's Airbus Industrie, with the the lion's share going to Boeing, the airline announced Thursday.
"
candidate00023,"Third-quarter profits for St. Jude Medical Inc were held back by several factors, including a missed heart valve sale to Iran, tax law changes and a dilutive acquisition, said chief executive Ronald Matricaria.
"
candidate00023,"Amidst a wave of consolidation, U.S. hospital management and nursing home companies are expected to post mixed results in the third quarter.
"
candidate00023,"Eli Lilly &amp; Co's third-quarter profits are expected to be up strongly over 1995, but analysts expressed some concern about the drugmaker's profit margins.
"
candidate00023,"Eli Lilly &amp; Co expects marketing and administration costs in the fourth quarter to be only slightly up or flat versus the year-ago level, marking a slowdown from a third-quarter jump of 6.5 percent.
"
candidate00023,"In a move that would reshape the world medical device business, St. Jude Medical Inc agreed Wednesday to make four long-awaited, strategic transactions that would lift it into the top ranks of manufacturers of devices for regulating heartbeat.
"
candidate00023,"In a move that would reshape the medical device business, St. Jude Medical Inc. agreed Wednesday to make four strategic transactions that would lift it into the top ranks of manufacturers of devices for regulating heartbeat.
"
candidate00023,"Baxter International Inc said it expects to maintain annual gross profit margin in the 44 to 45 percent range.
"
candidate00023,"The growing attractiveness of the subprime auto lending market was underlined again Monday when Olympic Financial Ltd said it had received expressions of interest from more than one potential acquirer.
"
candidate00023,"Freed from its slow-growing data storage and imaging businesses, Minnesota Mining &amp; Manufacturing Co. Friday reported a 16 percent jump in earnings for the third quarter.
"
candidate00023,"Freed from its slow-growing data storage and imaging businesses, Minnesota Mining &amp; Manufacturing Co showed on Friday it can excite Wall Street.
"
candidate00023,"ClinTrials Research Inc expects to continue to expand revenues 35 to 45 percent per year, thanks to growing use by major pharmaceutical companies of outside research help and market share gains by the firm -- the world's fifth-largest contract research concern.
"
candidate00023,"TheraTx Inc does not expect the federal government to implement new guidelines for certain key Medicare reimbursement rates until the summer of 1997, postponing until then any likely damage to the health care services concern's profitability.
"
candidate00023,"Cellex Biosciences Inc said it expects to report a strong fiscal fourth quarter ending September 30 and to move into the black next fiscal year.
"
candidate00023,"U.S. consumers are greeting the latest home computers -- faster than ever, but lacking new whiz-bang features -- with a collective yawn.
"
candidate00023,"Outboard Marine Corp said it is only five percent finished with a radical restructuring that it expects will result in more charges against earnings in 1997 and possibly in 1998, the company said.
"
candidate00023,"Chicago Board of Trade Chairman Patrick Arbor said Thursday he expects electronic technology to replace open outcry trading in 20 to 25 years.
"
candidate00023,"Baxter International Inc said on Wednesday it expects to record unspecified charges against earnings in the first quarter of 1997 on in-process research and development acquired through its purchases of Research Medical Inc and Immuno International AG.
"
candidate00023,"Monsanto Co. said on Monday it will spin off its chemicals business in a long-awaited and costly move that will allow the company to focus on its faster-growing agriculture, food and healthcare units.
"
candidate00023,"Aon Corp said Wednesday it expects to take a charge against earnings of about $100 million in the 1997 first quarter on its $1.23-billlion purchase of Alexander &amp; Alexander Services Inc.
"
candidate00023,"Aon Corp. said Wednesday it agreed to acquire Alexander &amp; Alexander Services Inc. for about $1.23 billion, creating by some counts the world's largest insurance and risk consulting company.
"
candidate00023,"Aon Corp's acquisition of Alexander &amp; Alexander Services Inc looks like a good deal for both insurance giants and an even better one for American International Group Inc.
"
candidate00023,"Increasing pressure from customers to hold down prices will keep a profit squeeze on U.S. medical device manufacturers in 1997, although the sector's biggest firms are expected to show healthy growth.
"
candidate00023,"If the weather cooperates, U.S. retailers expect this weekend to cap a holiday shopping season that looks moderately better than last year's, despite being shorter by five days.
"
candidate00023,"After a tough year of slimmer profits and lower stock values, U.S. health maintenance organisations are expected to bounce back a bit in 1997.
"
candidate00023,"Holiday sales for top U.S. retailers so far look mildly disappointing, but Wall Street is withholding judgment on the season and retailing's fourth quarter profit outlook until all the scores are tallied.
"
candidate00023,"Major retailers reported mixed results Thursday for the crucial holiday sales season, sparking a drop in their stocks on Wall Street.
"
candidate00023,"Major retailers reported mixed results for the crucial holiday sales season Thursday, sparking a drop in retail stocks.
"
candidate00023,"General Instrument Corp is setting goals for NextLevel Systems Inc -- the lead business to come out of a three-way corporate break-up -- of 35-45 percent annual operating income growth and 22-25 percent annual sales growth on operating margins of 10-12 percent.
"
candidate00023,"Approval of Eli Lilly &amp; Co's new anti-schizophrenia drug, Zyprexa, is expected to come soon from the U.S. Food and Drug Administration, analysts said.
"
candidate00023,"General Instrument Corp. said Tuesday it planned to split into three companies through a tax-free spin-off to shareholders in a bid to boost its stock market value.
"
candidate00023,"General Instrument Corp pleased Wall Street Tuesday by announcing a three-way corporate break-up that analysts said will unlock the value of the company's core high-tech communications systems business.
"
candidate00023,"General Instrument Corp. said Tuesday it planned to split into three companies through a tax-free spin-off to shareholders in a bid to boost its stock market value.
"
candidate00023,"Ford Motor Co. said Wednesday it may sell its interest in Budget Rent a Car, joining other U.S. automakers in their race to exit the battered rental car business.
"
candidate00023,"Ford Motor Co joined other U.S. automakers Wednesday in their accelerating race to exit the battered car rental business.
"
candidate00023,"Eight of the top 10 publicly traded U.S. health maintenance organizations are expected to report lower or flat fourth-quarter profits as the industry shuts the books on a dismal year and moves warily into 1997.
"
candidate00023,"Most U.S. nursing home and hospital companies are expected to report higher profits in the fourth quarter on some easy comparisons, but Wall Street is wary of negative surprises.
"
candidate00023,"Columbia/HCA Healthcare Corp., the largest U.S. hospital company, Thursday agreed to buy pharmacy benefits management firm Value Health Inc. for about $1.3 billion in stock.
"
candidate00023,"Shareholders are pushing harder for change at WMX Technologies Inc, which said Monday a major investor is proposing that the company hire investment bankers to examine further sales of non-core assets.
"
candidate00023,"Amoco Corp is basing its 1997 business plans on assumed prices of $18 to $19 per barrel for crude oil and $2.00 to $2.10 per thousand (corrects from million) cubic feet for natural gas, said chief financial officer John Carl.
"
candidate00024,"Australian oil and gas companies are being snapped up by foreign companies with an eye for undervalued stocks, but analysts said the sector faces a bright future with higher oil prices and a deregulated gas market.
"
candidate00024,"Australian oil and gas companies are being snapped up by foreign companies with an eye for undervalued stocks, but analysts say the sector faces a bright future with higher oil prices and a deregulated gas market.
"
candidate00024,"Australian oil and gas companies are being snapped up by foreign companies with an eye for undervalued stocks, but analysts say the sector faces a bright future with higher oil prices and a deregulated gas market.
"
candidate00024,"The growth of the Internet has created the biggest creative explosion in the history of the computing world, said Sun Microsystems Inc chairman Scott McNealy on Friday.
"
candidate00024,"Australian regional banks St George Bank Ltd and Advance Bank Australia Ltd on Monday unveiled a merger plan to create the nation's fifth largest bank with a market value of A$4.5 billion (US$3.55 billion).
"
candidate00024,"St George Bank Ltd announced on Monday an agreed A$2.65 billion merger with Advance Bank Australia Ltd - its fifth merger attempt in the past two years.
"
candidate00024,"Media mogul Rupert Murdoch said on Tuesday he intended to use sports broadcasting rights as a ""battering ram"" for dominance of pay television markets in Asia and throughout the world.
"
candidate00024,"The international partners in Australia's largest gas project said on Thursday they plan to spend A$6.0 billion to double production, making it Australia's largest single resources investment.
"
candidate00024,"The international partners in Australia's largest gas project said on Thursday they plan to spend A$6.0 billion (US$4.7 billion) to double production, making it Australia's largest single resources investment.
"
candidate00024,"The Australian Gas Light Co (AGL) was interested in looking at the Australian assets of Tenneco Inc if the assets were put up for sale, managing director Len Bleasel said on Tuesday.
"
candidate00024,"Rupert Murdoch, the Australian-born mogul who turned his father's newspaper business into a global media empire, is publicly grooming the next generation to succeed him.
"
candidate00024,"Australia's largest listed aluminium producer Comalco Ltd reported on Monday a 72 percent slide in net profit for the first half of 1996, due to a weaker metal price and a stronger Australian dollar.
"
candidate00024,"Canadian media baron Conrad Black said on Wednesday he wanted to increase his stake in Australia's oldest newspaper group, John Fairfax Holdings Ltd, to 50 percent from 25, a day after meeting the prime minister.
"
candidate00024,"Building materials, aluminium and sugar group CSR Ltd is expected to report on Monday a net profit before abnormals of between A$146 million and A$160 million for the six months to September 30, analysts said on Friday.
"
candidate00024,"Australia's second largest telephone carrier Optus Communications rang up its first annual profit on Wednesday and is on track for its sharemarket float by the end of the year.
"
candidate00024,"Rupert Murdoch's global media group, The News Corp Ltd, on Tuesday reported an 8.1-percent fall in net profit for the first quarter of 1996/97, in stark contrast to market expectations of a healthy rise.
"
candidate00024,"The News Corp Ltd is expected to meet the 20 percent rise in net profit before abnormals for the year to June 30, 1997, predicted by its chairman Rupert Murdoch last month, Australian media analysts said on Tuesday.
"
candidate00024,"Rupert Murdoch's global media group, The News Corp Ltd, on Tuesday reported an 8.1 percent fall in net profit for the first quarter of 1996/97, in stark contrast to analysts' forecasts of a healthy rise.
"
candidate00024,"Building products and energy group Boral Ltd said on Monday it had started the 1996/97 year poorly due to continued weakness in the Australian housing market, but it was still coy about the results for the full year.
"
candidate00024,"Australian mineral sands and base metals miner RGC Ltd reported on Thursday that it had doubled annual operating profit for the 1995/96 year, thanks largely to a boom in demand for aircraft and golf clubs.
"
candidate00024,"Australia's information technology and telecommunication industry (IT&amp;T) on Tuesday welcomed a decision by Asia-Pacific leaders that would lead to a substantial reduction in tariffs.
"
candidate00024,"Australian government plans to toughen the rules for the rollout of optic fibre cable could make Optus Communications' cable rollout plans uneconomic, said Optus chief executive officer Zygmunt Switkowski.
"
candidate00024,"Australia's second largest bank Westpac Banking Group renewed its interest in Asia on Wednesday through an alliance with British-based Standard Chartered Bank, 3-1/2 years after its sold a swag of its Asian units.
"
candidate00024,"Westpac Banking Group, the second largest bank in Australia, announced plans on Wednesday to expand its Asian activities through an alliance with British-based Standard Chartered Bank Plc.
"
candidate00024,"Westpac Banking Corp said on Wednesday it expected rapid revenue growth from the alliance it had formed with Standard Chartered Bank Plc for banking services in Asia.
"
candidate00024,"Canadian gold mining giant Placer Dome Inc on Thursday announced plans to expand its presence in the Asia-Pacific region through takeover offers worth a total of US$600 million for two Australian-listed gold miners.
"
candidate00024,"Canadian gold giant Placer Dome Inc's takeover bids for its Australian offshoot Placer Pacific Ltd and Papua New Guinea gold miner Highlands Gold Ltd are likely to be successful, analysts said on Thursday. A takeover of the two miners would give Placer Dome control of the big Porgera gold mine in Papua New Guinea (PNG).
"
candidate00024,"Investment bank Macquarie Bank Ltd reported on Monday a record result for the six months ended September 30, and started the second half optimistically.
"
candidate00024,"Buildings materials group James Hardie Industries Ltd is expected to report on Friday a net profit before abnormals of between A$23 million and A$30 million for the six months ended September 30, 1996.
"
candidate00024,"Building materials group James Hardie Industries Ltd reported on Friday a first half net profit in line with expectations, but comments on the second half by the group is likely to see full year earnings forecasts trimmed.
"
candidate00024,"The recent surge in the Australian dollar and higher jet fuel prices are going to hurt exporters of fresh food in particular, according to Australian Federation of International Forwarders (AFIF) chief executive Brian Lovell.
"
candidate00024,"Australian fast ferry and transport group Holyman Ltd plans to further expand operations in Europe before moving into the Asian market, managing director Christopher Butcher said in an interview.
"
candidate00024,"Australian fast ferry and transport group Holyman Ltd plans to further expand operations in Europe before moving into the Asian market, managing director Christopher Butcher said in an interview.
"
candidate00024,"Australian airlines and tourist operators are worried about Australia's falling share of the growing number of Japanese taking overseas holidays, so much so that they have formed an action plan to halt the decline.
"
candidate00024,"Australian government-owned airport operator Federal Airports Corp (FAC) sees some life after the planned privatisation of its 22 airports, chief executive officer Barry Murphy said.
"
candidate00024,"Sydney Harbour Casino Holdings Ltd said on Wednesday it wanted to grab a slice of the lucrative Asian high-roller market but first had to win a tax break from the state government.
"
candidate00024,"Sydney Harbour Casino Holdings Ltd, which has posted a string of disappointing results since it listed in June 1995, was too optimistic in its prospectus, chief executive officer Neil Gamble said on Tuesday.
"
candidate00024,"Sydney Harbour Casino Holdings Ltd chief executive officer Neil Gamble said on Tuesday he was still hopeful the casino would receive tax concessions on earnings from big-betting foreign gamblers, despite previous knock-backs.
"
candidate00024,"U.S.-owned express freight carrier United Parcel Service (UPS) could start flying its own planes to Australia if growth in the Australian market continued at the current rate, a senior company official said on Friday.
"
candidate00024,"The aggressive cost cutting programmes planned by Australia's two major airlines Qantas Airways Ltd and Ansett Airlines Ltd can be achieved without affecting services, analysts said.
"
candidate00024,"The Australian Stock Exchange's transport sector is likely to see more modest gains over the next year after a sharp rise over the past year, analysts said.
"
candidate00024,"The aggressive cost cutting programmes planned by Australia's two major airlines Qantas Airways Ltd and Ansett Airlines Ltd can be achieved without affecting services, analysts said.
"
candidate00024,"The Australian Stock Exchange's transport sector is likely to see more modest gains over the next year after a sharp rise over the past year, analysts said.
"
candidate00024,"British Airways Plc (BA) said on Tuesday that it had no plans for new alliances over the next few years, but would extend its global reach by franchising its popular brand name to smaller airlines.
"
candidate00024,"Corporate Australia is likely to continue its thirst for takeovers in 1997 with banks, media and resources tipped to feature prominently.
"
candidate00024,"Corporate Australia is likely to continue its thirst for takeovers in 1997 with banks, media and resources tipped to feature prominently.
"
candidate00024,"Canadian gold giant Placer Dome Inc on Tuesday agreed to a deal with Papua New Guinean (PNG) miner Highlands Gold Ltd that gives Placer control of the vast PNG Porgera gold mine and ends a bitter feud between the two miners.
"
candidate00024,"Canadian gold giant Placer Dome Inc on Tuesday agreed to a deal with Papua New Guinean (PNG) miner Highlands Gold Ltd that gives Placer control of the giant PNG Porgera gold mine and ends a bitter feud between the two miners.
"
candidate00024,"Standard Chartered Plc group chief executive Malcolm Williamson said on Thursday he expected the British-based bank to form more strategic alliances in Asia with U.S. and European banks.
"
candidate00024,"Australia's biggest gambler Kerry Packer, a patron of Las Vegas casinos, on Monday raised his stakes in the local burgeoning casino industry with the acquisition of management control at Sydney Harbour Casino.
"
candidate00025,"Analysts said on Monday they were expecting UK electronic business information company M.A.I.D Plc to launch new screen-based products that would rival services offered by real-time financial news services.
"
candidate00025,"Scotland-based hotels and casinos group Stakis on Thursday said it will buy Lonrho Plc's five Metropole hotels, funding the 327 million pound ($530 million) deal with a huge cash call on shareholders.
"
candidate00025,"Scotish-based hotels and casinos group Stakis Plc launched a huge cash call to fund a 327 million pound ($530 million) acquisition of British conglomerate Lonrho's five Metropole hotels announced on Thursday.
"
candidate00025,"British Telecom unveiled the largest merger in Britain's corporate history on Sunday, linking up with MCI Communications, the number two U.S. long-distance phone company, to create a $54 billion group.
"
candidate00025,"British Telecom (BT) made corporate history on Sunday by unveiling a $20 billion merger with America's MCI Communications in a coup that ensures it a leading position in the world's biggest telecoms market.
"
candidate00025,"British Telecom (BT) made corporate history on Sunday by unveiling a $20 billion merger with America's MCI Communications in a coup that ensures it a leading position in the world's biggest telecoms market.
"
candidate00025,"British Telecom unveiled the largest transatlantic deal in history on Sunday, linking up with America's MCI Corp in a $20 billion merger that catapults it into second place in the world's international telecoms market.
"
candidate00025,"British Telecom Sunday formally announced its agreement to acquire the rest of U.S. long distance phone company MCI Communications, creating a worldwide telecommunications powerhouse.
"
candidate00025,"British Telecom unveiled the largest transatlantic deal in history on Sunday, linking up with America's MCI Corp in a $20 billion merger that catapults it into second place in the world's international telecoms market.
"
candidate00025,"LONDON - Shares in British Telecommunications (BT) surged on both sides of the Atlantic on Monday as traders furiously dealt the stock higher in the wake of a $20 billion mega-merger with America's second biggest carrier, MCI Communications.
"
candidate00025,"The UK telecoms market is one of the world's most competitive and any attempt to block a planned $20 billion merger between British Telecom and U.S. firm MCI on grounds of restricted trade will fail, analysts said on Monday.
"
candidate00025,"British Telecommunications' shares, which surged on Monday after weekend confirmation that the telecoms giant had merged with MCI of the U.S., should be valued at around four pounds each, analysts said on Monday.
"
candidate00025,"Shares in Cable and Wireless, Britain's second biggest telecoms group, lost more ground on Tuesday as analysts said the $20 billion creation of Anglo-U.S. Concert Plc had thrown the group its biggest challenge to date.
"
candidate00025,"The UK telecoms market is one of the world's most competitive and any attempt to block a planned $20 billion merger between British Telecom and U.S. firm MCI on grounds of restricted trade will fail, analysts said.
"
candidate00025,"Virginia-based Dominion Resources executives Tuesday began merger talks with British utility East Midlands Electricity in an effort to agree on a takeover price.
"
candidate00025,"The top executives of U.S. utility Dominion Resources were locked in their first bid talks with British power supplier East Midlands Electricity on Tuesday to try and hammer out a takeover price.
"
candidate00025,"British Telecommuncations Plc, the telecoms giant, beat even the most optimistic analyst forecasts on Thursday with robust second quarter and first half profits and insisted it was growing despite ever stiffer competition.
"
candidate00025,"British Telecommications beat even the most optimistic analyst forecasts on Thursday with robust second quarter and first half profits and insisted it was growing despite ever stiffer competition.
"
candidate00025,"After 11 days of number crunching, telecoms analysts remain split over the financial merits of British Telecommunications's (BT) $20 billion proposed merger with America's MCI Communications.
"
candidate00025,"Twelve years as a privatised business have left British Telecommunications Plc (BT) leaner and more efficient, with its staff halved -- but with few growth prospects in one of the world's most competitive markets.
"
candidate00025,"Vodafone Group, Britain's biggest mobile phones firm, posted a sharp 21 percent rise in first half profits on Tuesday and insisted that the mobile market was likely to maintain a robust 20-25 percent growth rate next year.
"
candidate00025,"U.S./Canadian mobile satellite communications group Odyssey Telecommunications is near securing $600-$800 million of the $3.2 billion it needs to launch 12 satellites into orbit from 2001, an industry source said.
"
candidate00025,"A war of words between Northern Ireland Electricity (NIE) and its watchdog broke out on Friday after the company rejected stringent price cut proposals and asked for a Monopolies and Mergers Commission (MMC) referral.
"
candidate00025,"British Telecommunications (BT) and its American partner MCI will ""move heaven and earth"" to link up with Japan's restructured telecoms giant Nippon Telegraph and Telephone (NTT), analysts said on Friday.
"
candidate00025,"Britain's Airtours proved on Wednesday that package holidays is a sunny business by beating forecasts with record profits and looking to spend up to 250 million pounds ($413 million) on further acquisitions.
"
candidate00025,"Telefonica de Espana, the leading telephone group in the Spanish speaking world, on Friday dismissed concerns that new rivals would force its prices and profits down and said it saw robust growth.
"
candidate00025,"Britain on Thursday opened its doors to 44 new international telephone operators, saying it would create a fully open long-distance telecommunications market 12 months ahead of the rest of Europe.
"
candidate00025,"Orange Plc said on Monday its customers will be able to use their mobile phones to chat, transfer data and send faxes in Germany, France, Switzerland, Malaysia, Thailand and Singapore by the end of 1997.
"
